,Xi,Yi
136,158.0283584,165.7714849
137,159.7568754,155.484444
138,156.9641112,152.9433957
139,160.6188872,168.7057996
140,156.140553,144.0599252
141,163.5523452,165.4977027
142,154.9440249,163.2756983
143,154.9438542,158.4453996
144,164.8852609,162.5147659
145,164.7102314,171.6625234
146,161.6523906,165.5391369
147,171.8118671,171.6672702
148,155.086001,161.4891069
149,155.2024373,152.0531511
150,163.6120008,168.969617
151,167.380948,160.7648469
152,167.0795766,167.6002989
153,161.2791268,163.53689
154,163.9013148,160.7112362
155,152.0296577,138.2916884
156,158.9949378,163.1538006
157,159.7399,160.1169959
158,145.9828534,149.881297
159,159.5861076,162.181223
160,149.2062743,146.1793927
161,159.690426,159.1221875
162,162.4983663,167.2248676
163,160.5344896,160.7248082
164,160.1085533,163.8710129
165,160.6417038,163.267142
166,156.5880839,157.1220172
167,156.634936,159.5252826
168,151.2416986,151.1242173
169,162.3418866,163.1471664
170,166.1968739,168.5624815
171,161.3856208,160.0971448
172,154.4473206,150.9727729
173,157.1812654,157.3769869
174,159.1610059,164.0026361
175,162.9209178,163.777768
176,152.565065,151.4776393
177,153.8294244,154.8587937
178,161.1350961,158.2016585
179,162.38239,163.7054296
180,162.6166664,164.7241263
181,154.2783128,160.3609976
182,156.5355881,156.3021329
183,149.1104858,152.3922381
184,165.9729961,166.5540237
185,162.1863647,170.4489667
186,159.6895198,157.681533
187,157.7550524,152.0968959
188,169.2053558,164.7054465
189,157.8743211,153.9013705
190,157.1998859,156.1336634
191,159.8314623,158.8139046
192,159.8825613,167.3252518
193,152.2181467,143.4159871
194,154.3169759,159.0139291
195,155.4837222,154.0131415
196,153.1891705,154.9753187
197,155.0846922,160.5639669
198,162.1168805,162.7978969
199,161.2890575,157.3228101
200,158.0006013,149.3209495
201,161.2170078,154.2996826
202,162.575735,163.6097643
203,156.3495091,146.3789728
204,157.4849198,161.6336734
205,160.9711874,165.534145
206,157.3663634,149.5322316
207,154.6715852,155.0465834
208,157.5022097,163.9749803
209,150.1822854,150.5197246
210,175.9485052,190.2073973
211,159.1025795,157.5810538
212,164.1966062,159.2330162
213,155.8629544,154.78399
214,158.3943176,167.4323675
215,154.6306542,148.7706675
216,160.3431526,171.2135423
217,169.9858514,166.8195417
218,159.0851917,153.5309905
219,157.4493555,156.9118731
220,167.3353906,170.6472742
221,172.2354806,177.7665043
222,161.5694289,165.2569405
223,156.871409,158.2365134
224,164.3137013,158.1645439
225,166.9626812,167.5871919
226,163.6531336,166.7707344
227,160.4881479,155.0587816
228,163.4979523,152.0431337
229,167.0074756,172.9861149
230,156.3189935,157.1863206
231,156.2566313,157.3929466
232,157.199193,169.6791514
233,158.9923126,162.6514458
234,153.4402957,152.0978307
235,155.3055718,156.5694873
236,158.1119831,164.6633224
237,158.4436567,159.7044966
238,154.4435424,160.7092323
239,155.5165729,149.8888587
240,163.2125271,160.1497728
241,165.1799318,165.7354762
242,155.4473029,156.2681755
243,162.5840203,169.722701
244,156.5687288,144.8192582
245,156.7166904,159.7569406
246,156.6056691,149.0901166
247,156.2943915,155.6978959
248,163.4513927,168.1224724
249,165.7125168,169.9980032
250,158.9875981,161.4783822
251,160.6297887,151.4403045
252,158.9293349,162.87908
253,161.9255246,171.3167158
254,166.5168525,163.564386
255,164.8927917,166.7669711
256,164.4347109,161.4538213
257,163.0527655,166.4620697
258,157.7109787,160.3951818
259,158.2478497,160.0621955
260,149.8641893,158.0234728
261,157.4073414,163.4961407
262,161.9630625,155.8305698
263,159.0464662,160.8885747
264,152.6636316,137.207354
265,159.2397727,161.6013672
266,156.7364032,159.6376171
267,154.7822717,156.8356916
268,160.2557501,163.9017713
269,157.5014313,160.4178153
270,160.4416167,162.9978292
271,160.0464375,158.0342469
272,160.3658256,161.7582037
273,157.8098774,160.010846
274,159.7812801,157.3471393
275,163.9352644,177.6238538
276,160.753417,161.9226769
277,160.9581858,157.2360155
278,157.4968434,157.014761
279,159.7974767,162.8003065
280,163.5035367,162.3875072
281,159.1951225,164.7573738
282,160.1454971,157.9181401
283,163.3489925,164.1806461
284,156.0648737,152.6799678
285,158.2984148,164.7043171
286,160.1661375,161.701097
287,168.0763005,171.9369461
288,174.6805129,179.3948772
289,161.334843,165.0818033
290,166.5835584,163.5277671
291,163.2813626,163.2089591
292,162.0903114,171.3587384
293,165.2765487,166.9431559
294,163.258812,163.0612585
295,157.6878139,156.729
296,162.5515141,150.3940984
297,162.7126676,163.1268805
298,154.0975753,149.6790376
299,156.3858019,151.3817765
300,161.8491945,162.6400431
301,155.6680823,148.4312855
302,166.4181484,178.6713782
303,166.7597796,167.4787209
304,160.4618443,162.7292574
305,148.9826945,150.9675052
306,161.8107753,161.2484377
307,161.6399682,168.3368598
308,168.0856612,166.7153816
309,154.6105457,156.715994
310,166.6209255,168.123543
311,154.0255097,149.6034394
312,163.2997061,173.9664404
313,164.3312507,164.5397932
314,164.5385562,167.799902
315,159.1779232,150.3706119
316,157.6296596,164.6685904
317,162.198495,165.6901204
318,164.1835742,162.8854365
319,161.6895948,164.8993929
320,158.9735784,154.0091438
321,157.1078248,168.4134891
322,166.5316831,154.1197967
323,161.1648333,160.2127555
324,162.3666904,150.9041692
325,157.3875299,160.0366893
326,167.3978766,166.6565789
327,163.9288065,165.8601818
328,160.0437555,165.1736886
329,157.8453344,157.8939373
330,163.8200593,167.8239969
331,161.1754417,167.5542905
332,162.8542763,157.8957905
333,165.7722438,161.6798984
334,145.9294696,149.5259958
335,157.5296242,158.6147088
336,155.3969343,149.1582103
337,159.9310449,158.9703123
338,163.5686055,164.235117
339,162.9849603,163.7389654
340,168.3459929,162.6593348
341,164.0947127,161.2831835
342,163.3288717,168.0373522
343,156.3956503,144.8016396
344,158.1624879,164.5673502
345,164.1798241,170.272875
346,159.6416571,160.0999397
347,158.9326591,163.5976785
348,170.05862,170.4266605
349,164.7024052,166.5172899
350,160.1353222,159.1299303
351,162.2391997,161.2134404
352,167.8755903,170.4478454
353,153.6299664,147.0848268
354,164.8083427,166.7785431
355,166.3561693,173.0586093
356,160.8912372,162.2318978
357,162.0475458,153.3656012
358,164.1842833,163.1793273
359,164.3413004,166.2659026
360,164.9223887,172.5787127
361,151.1373606,152.818184
362,157.4103928,151.8785175
363,161.915327,171.2610281
364,167.425553,173.7114217
365,164.1464391,157.7422546
366,165.6572837,162.4288013
367,167.8645692,177.7698582
368,165.7394035,164.2419856
369,154.8268378,151.2432232
370,158.7614087,159.6837697
371,170.4617563,172.2457469
372,156.3453818,159.2751851
373,156.446606,145.3268056
374,165.6160728,154.6582296
375,164.1593467,168.8951021
376,155.4177946,148.0385947
377,159.0264537,156.7853609
378,159.3109583,156.364203
379,162.5320756,157.473758
380,161.7018554,162.6935948
381,160.748044,157.7726546
382,156.7779372,162.7273923
383,157.8845142,160.9774071
384,154.8122662,151.424881
385,167.5585309,180.3029781
386,159.3545079,158.0058862
387,158.0953954,162.1613638
388,158.6500079,159.3311166
389,161.3838282,162.4801682
390,152.0409661,157.2142942
391,160.4246948,158.0235495
392,159.9673115,161.5387826
393,155.5992328,161.0897831
394,159.1860819,167.8523677
395,166.929194,173.5720891
396,152.7930894,161.7570115
397,165.7825427,170.065441
398,166.0448656,169.1560892
399,149.1747786,147.8899075
400,164.1978508,172.881687
401,161.0284913,159.5650545
402,163.0871283,153.65192
403,162.7156928,157.1782273
404,162.3559024,162.5108666
405,164.5086478,169.7023519
406,157.4208632,158.1434063
407,155.0303829,161.3841069
408,165.056396,155.23659
409,154.0611601,165.8951323
410,154.4047836,151.6183007
411,171.7548869,171.8785217
412,158.121315,153.2018565
413,160.029149,164.1565942
414,156.2218931,157.8615269
415,157.1037973,161.4171269
416,162.5324897,165.0375024
417,168.1187142,166.3713853
418,154.3747593,154.0531635
419,157.440632,159.8943378
420,163.3164221,162.8399682
421,157.8269854,160.4765571
422,162.1017795,160.3983928
423,158.7039268,161.5872086
424,169.2720518,175.9118717
425,164.6421537,168.4203424
426,158.7867377,154.9968881
427,160.3243927,159.9613483
428,164.7201667,170.1074012
429,155.3850165,152.6098488
430,160.9625982,155.2301604
431,167.6029322,168.1445685
432,158.6950136,167.4482406
433,154.0066645,158.886722
434,165.8779723,171.7273735
435,156.6568759,152.2056923
436,164.9289742,167.0001157
437,152.1331385,160.3606032
438,165.566491,161.9776388
439,154.6418826,158.5184264
440,164.8283928,165.9471936
441,158.3549768,162.9638898
442,157.5222844,161.7391534
443,159.9198699,163.1418875
444,160.5152078,162.4640955
445,162.1636779,163.2029112
446,153.8287841,154.6228652
447,162.4189705,165.7882361
448,163.1386873,167.0224724
449,159.9963482,158.457163
450,158.6232972,156.0245656
451,159.101494,160.1421582
452,158.3477263,166.7293236
453,150.7417836,161.7279619
454,154.6800036,162.7093726
455,164.1064155,156.5451789
456,164.0147707,164.9864291
457,160.8231045,169.9975255
458,154.1286114,153.7392405
459,157.2685996,160.6184383
460,148.1466125,147.8122825
461,164.6514672,164.7415927
462,157.0618251,164.439251
463,153.1509775,154.9519005
464,161.881004,158.175114
465,164.8418835,167.0536591
466,154.9082189,163.3526868
467,162.3899785,160.2552872
468,164.1912348,167.2086303
469,161.214553,169.6843339
470,159.2946992,159.3369532
471,162.2763146,165.4610319
472,158.14407,172.0826674
473,164.5887973,169.7277093
474,157.9197099,161.6425489
475,155.8970981,162.3526186
476,165.8813699,176.0564939
477,161.9147283,157.3287529
478,160.2442326,165.168707
479,160.4161179,168.1280772
480,158.6976591,159.9716846
481,163.4525269,157.4947472
482,152.9945369,154.7604649
483,168.7540678,163.4865702
484,159.9936136,153.2815525
485,159.3332613,158.153091
486,165.1883539,154.6793471
487,164.7150024,165.6998809
488,170.5970863,164.0786453
489,158.7249571,157.6883463
490,152.3291073,152.4002816
491,168.2169886,172.9575768
492,165.4196212,170.6455728
493,165.3488477,173.8779206
494,156.780319,156.9580123
495,163.5827936,166.0920432
496,167.8233889,171.2397514
497,160.7075479,156.9638309
498,154.7218875,155.2512413
499,167.9887983,172.818539
500,160.4607814,171.3324618
501,159.1950543,165.2095326
502,159.8447824,156.3255228
503,165.0669629,162.5748992
504,163.7338894,157.3039042
505,163.1224711,165.8709011
506,155.5629355,155.4341516
507,173.0175197,167.7702069
508,165.0782599,160.0600996
509,149.487348,144.9259779
510,172.8145301,182.3219321
511,159.70622,166.8499206
512,162.0131929,167.367207
513,157.7617104,157.653794
514,151.7219857,152.76955
515,150.2479794,150.0910166
516,157.8063141,156.2186842
517,158.405089,167.883097
518,163.2422879,157.8404749
519,162.7170051,163.462174
520,157.7938654,151.1278732
521,160.9107965,163.9940945
522,158.8320929,156.811911
523,157.5913831,158.4415034
524,157.1777677,152.8134927
525,169.6835658,174.6740643
526,162.1755159,161.8025694
527,164.1307577,166.382773
528,156.5905729,160.4114189
529,163.5010871,158.4063408
530,149.0292643,147.3192785
531,163.2973133,160.9698413
532,159.8672047,162.2920289
533,162.318902,159.2058017
534,154.2189705,151.2275626
535,164.2389175,167.7154646
536,162.5998579,161.3120192
537,159.8979208,162.957464
538,147.7336991,134.3343846
539,158.8321747,152.7843081
540,159.2386272,153.561004
541,154.2062983,154.9981659
542,168.5904487,165.613643
543,165.5115401,157.3401604
544,156.3542394,152.8950581
545,161.299093,161.5105223
546,157.5684031,166.8064134
547,155.1602471,156.1859931
548,170.6561087,174.9523608
549,155.6539985,145.1505646
550,164.952433,163.4697826
551,163.4646422,163.8449123
552,161.246143,172.827645
553,169.4760907,180.7772255
554,148.8560423,145.0358669
555,164.5042942,164.423634
556,160.771209,165.1035091
557,158.5148927,155.7623625
558,163.5524125,164.1258415
559,154.0219754,153.5796375
560,162.98808,156.2260258
561,161.629857,156.0487488
562,163.4570412,159.274512
563,163.0536144,166.8776572
564,158.4150977,163.431416
565,155.5426106,153.4850742
566,154.6310199,152.7502848
567,156.1474831,158.3694987
568,152.7883775,153.4280185
569,159.2623162,162.9479371
570,158.5218811,161.7469078
571,157.7127992,166.526258
572,166.9278253,170.2983664
573,153.9536117,163.4838977
574,158.6789042,161.3985728
575,165.5346651,168.2546953
576,166.8276932,179.8647371
577,161.8383248,166.3561836
578,154.6680982,151.7330272
579,169.1282419,167.8135091
580,171.9677729,170.697841
581,158.9099451,160.4056102
582,164.6436008,159.0054388
583,159.1884469,166.8071012
584,169.0960489,169.2909403
585,147.2102214,144.1563081
586,163.8635939,155.0791369
587,161.5131354,163.1515151
588,156.9110021,157.2932069
589,152.6339357,154.1112047
590,161.740278,158.1515699
591,159.5464591,152.4134155
592,159.7647666,162.0950952
593,159.7014785,168.7283891
594,163.5780609,166.8763584
595,157.6302233,154.9621646
596,160.9324977,156.7740344
597,167.7713769,168.9686829
598,155.9106061,158.3569279
599,162.9460273,168.4329831
600,164.2959814,166.8171726
601,166.2962621,167.5033441
602,165.1490362,167.7870897
603,158.7145557,153.2546979
604,157.9676892,163.6756569
605,158.3401291,155.1327279
606,154.0378099,153.0056168
607,164.6828417,169.2905675
608,164.7023708,161.6277619
609,159.7664874,155.7040085
610,161.3312236,166.0866758
611,164.3817496,175.2461738
612,157.7842472,168.0792122
613,156.9971265,160.5788107
614,158.1970292,156.7198807
615,164.5494996,172.4834885
616,169.5214002,166.180738
617,155.5098335,155.0277819
618,157.3324658,150.758031
619,156.2022582,159.2633243
620,159.7172329,154.0928535
621,164.2130777,163.0104135
622,167.5835651,165.4719033
623,158.5670428,159.2843346
624,153.2437888,152.0714101
625,156.1884875,148.9923958
626,155.469922,155.8415557
627,167.0196747,164.9378643
628,156.3641797,153.4041159
629,164.3504159,158.2216307
630,153.7771366,147.7422405
631,164.1785866,162.437638
632,147.8789802,152.9922234
633,149.4223538,153.1592403
634,147.7348608,148.7322902
635,162.2078174,159.9503912
636,157.8383244,154.3260112
637,163.226521,158.927227
638,164.2145619,168.6848881
639,159.9856919,161.7460363
640,160.7490433,158.7108343
641,160.7989056,166.9631966
642,161.5569809,165.4580933
643,150.7436924,151.5793648
644,157.9420975,160.5449969
645,152.4924629,162.8264619
646,153.9372944,145.416169
647,153.9689933,148.7865573
648,160.97529,169.9508063
649,155.2869317,152.1353708
650,156.9433427,157.4754935
651,162.4401931,162.9626229
652,152.4540607,143.9420422
653,170.8760579,171.4311831
654,168.1846979,175.1331947
655,156.7753734,153.6198508
656,161.151924,162.2926564
657,152.4723917,159.6373444
658,169.6418095,173.4796034
659,160.6161294,168.2474123
660,146.077256,141.4598527
661,158.7852688,158.8721767
662,158.9831987,166.6071113
663,152.488098,145.5929974
664,159.4412278,154.2346115
665,152.6655473,147.2823353
666,163.0093007,161.0952536
667,167.763736,175.3477755
668,167.5953342,172.9152725
669,155.5963485,159.134628
670,158.8509846,159.9721614
671,155.8624594,152.7916622
672,155.5309652,160.3722646
673,153.2195407,153.5287874
674,164.3008055,169.5184413
675,154.5732551,161.6347982
676,157.0475491,153.7682887
677,160.8122745,159.6143824
678,161.0119371,171.3585083
679,160.5343746,158.4489516
680,161.2729506,155.3866657
681,165.4443031,172.9564623
682,159.070309,159.1269342
683,159.3808566,158.0373454
684,158.6823581,165.4373016
685,162.1379018,163.8263134
686,155.544883,153.4718139
687,159.0109708,162.875938
688,160.1261748,157.9903852
689,158.2577798,158.6526904
690,160.0040375,155.6761773
691,160.6437617,163.1157609
692,151.2469713,144.5705666
693,154.7512821,158.0507079
694,171.2423194,175.1959961
695,167.6511549,161.8404616
696,150.6543106,145.0700162
697,158.3858247,154.441165
698,155.3864143,148.8266821
699,150.604585,152.6161921
700,161.1690129,163.5599826
701,157.1460813,164.7648737
702,162.3590122,157.3182394
703,157.1371311,151.7930692
704,164.0948906,159.6307484
705,168.4835944,173.6017821
706,153.7592325,147.3460854
707,155.7030746,164.2393422
708,161.4093499,163.2387572
709,156.25755,157.1693723
710,152.2537979,161.0893882
711,167.5843993,176.4436744
712,157.417395,158.7264297
713,164.7863322,167.7559104
714,165.3232854,162.4208951
715,155.0483254,157.2617208
716,158.0590587,154.082436
717,157.2509557,151.6651575
718,169.1524951,177.866386
719,148.9049465,152.9750152
720,158.0292358,171.7614563
721,157.1353938,156.3336873
722,167.149826,165.754079
723,160.4647483,171.4916258
724,159.3775399,165.2602795
725,165.6420712,161.6338296
726,147.6349886,147.4775616
727,155.7071334,152.8772893
728,161.6159122,166.7796373
729,163.5583297,164.054471
730,166.8717208,174.1246759
731,164.4312938,173.4269361
732,157.1156626,168.7538278
733,170.2770997,170.9419243
734,168.2921601,164.9673939
735,161.932729,166.3454687
736,159.1243658,159.9987414
737,158.0926619,151.8110639
738,157.8157991,157.9481417
739,159.8552047,160.0723151
740,167.8187384,164.2880965
741,155.0701228,160.8711157
742,165.5190155,158.8617112
743,156.4520898,152.5506215
744,159.6836195,163.2009375
745,156.4809516,157.7578213
746,161.0662893,158.3053829
747,165.2979184,161.4117962
748,167.8333036,165.6705567
749,157.2906592,162.2965107
750,155.6802842,154.8261078
751,164.2641949,156.1158423
752,161.5914617,168.9659179
753,152.5790366,151.3013681
754,155.6523159,151.6332293
755,169.0582642,166.9712681
756,154.2382303,165.8045241
757,163.8509062,165.1069243
758,160.1878072,164.0035778
759,163.8546636,162.2861502
760,155.2957835,150.8427575
761,159.980548,162.6087699
762,158.9061067,153.6101154
763,160.7984177,168.1833218
764,159.1650218,166.3516632
765,165.3267605,156.64087
766,164.9143797,160.2049607
767,154.5388917,153.8674866
768,161.3273043,166.3217966
769,158.4179936,154.4676249
770,161.6074415,168.2169204
771,157.3309295,158.3204501
772,153.6525072,147.0958175
773,158.716558,163.4854684
774,161.5096714,165.7371375
775,158.7844806,154.4224753
776,159.178881,161.261862
777,161.8616015,151.627893
778,165.0069774,165.7464483
779,171.4323831,176.4693049
780,157.2723668,158.8060779
781,167.5288659,169.9808064
782,154.4128428,153.8896607
783,151.4354374,148.7265348
784,152.7421927,150.6851396
785,153.971849,152.896588
786,156.6220072,142.7779469
787,152.6719127,153.3838989
788,164.8558114,164.6766268
789,157.5774238,151.7883713
790,161.4643501,163.1104393
791,156.0462075,158.5160899
792,169.0070787,161.311598
793,168.362792,166.3054722
794,160.999381,158.9753739
795,159.2642853,157.230853
796,166.8822261,170.1335373
797,157.4495396,161.167813
798,163.2492946,157.2048937
799,157.6629747,158.522627
800,161.6604585,160.38755
801,168.2248682,167.6987516
802,168.7891438,169.9149586
803,158.5724366,165.0550215
804,155.780664,157.3166158
805,159.261994,159.0518103
806,159.3569036,155.2577952
807,156.5928347,163.6768487
808,158.7096632,170.2557648
809,159.6716574,161.7112999
810,159.6236193,165.7530893
811,148.6589626,147.4225434
812,162.3017776,161.8943339
813,166.0025096,160.5281325
814,158.451425,159.518448
815,160.7429822,161.2088196
816,165.8758999,164.1157356
817,161.349911,165.7506036
818,160.6190305,161.0459664
819,168.9016045,165.8023562
820,156.7514895,158.1236336
821,164.2142773,167.8170916
822,162.1542987,158.7309976
823,153.1223904,155.1545931
824,160.9725211,160.6049787
825,159.0082851,158.4463276
826,156.5198239,150.144251
827,165.8437861,169.4373722
828,159.1937295,170.8591275
829,161.4191619,162.6619224
830,155.5283439,148.5133647
831,159.4288455,161.764254
832,162.0813022,168.646126
833,156.0913368,164.7897168
834,151.005982,156.4623476
835,163.0810836,153.2044527
836,158.8353892,154.6693273
837,153.5385158,150.6773336
838,156.8251871,159.6556694
839,155.3610256,154.0303604
840,164.2228443,161.3974173
841,158.1738325,166.5598325
842,153.3220877,149.4063075
843,156.3065009,154.4251426
844,160.7879608,164.5284337
845,151.0674695,144.8113687
846,162.8854396,158.9292336
847,158.4776361,163.9677752
848,165.2079505,173.0594823
849,148.5361739,149.8983806
850,153.5320011,153.9561676
851,158.827242,159.9230114
852,154.7606758,165.5265798
853,154.3158297,161.0185773
854,164.1564196,169.1158058
855,161.020916,154.0141482
856,153.6107476,154.247034
857,153.4830693,149.0418603
858,158.8684773,156.1969763
859,156.4191092,158.7462526
860,157.6710869,162.3800477
861,156.5100641,157.6875828
862,158.5803965,165.9586672
863,163.4164167,159.3704104
864,158.4781273,160.3309736
865,154.9402991,163.4177754
866,160.6588591,154.9591375
867,157.2123158,159.2554697
868,158.7100914,161.4601047
869,167.864709,172.4328963
870,166.1219059,159.2474384
871,162.7794719,162.577824
872,161.7251935,165.0200151
873,158.5147571,154.3755484
874,156.169727,160.3317476
875,154.3495267,159.8627931
876,156.1879511,159.6908222
877,157.123853,168.6317825
878,165.6491026,164.3500435
879,164.7476114,168.0094641
880,154.6536503,154.7572651
881,156.6142441,157.6994517
882,160.9481657,151.5782061
883,154.4418998,160.3649144
884,160.9885269,165.9334738
885,160.3653994,165.8423451
886,160.855664,169.3863344
887,162.2711309,166.1743919
888,154.9523773,137.3869557
889,151.5580355,141.5362317
890,165.0602229,164.3914521
891,157.9895844,163.7309442
892,160.8209933,154.1375557
893,164.8930006,161.5779982
894,159.8543427,154.492203
895,163.0879433,179.9058867
896,158.1278785,150.2091665
897,155.2991621,152.0273558
898,163.4640058,169.6327148
899,157.9533917,155.7585758
900,151.1874264,157.5764703
901,157.3940475,159.8771125
902,159.8358532,159.336235
903,161.2482201,168.4391742
904,147.0581927,143.9758634
905,161.2855108,158.9388449
906,151.1804548,146.4706396
907,159.0164683,154.5148877
908,165.9522214,164.4424554
909,152.6384665,158.2994382
910,161.1779168,158.4179003
911,172.2506333,162.8520999
912,153.3366447,160.2986727
913,156.0829815,162.6455084
914,158.6129667,158.3582777
915,160.8689418,171.9650336
916,159.7354798,158.9080597
917,167.1901077,165.9634152
918,159.4546869,154.5106862
919,165.9158677,172.1105224
920,166.0851745,151.3905019
921,158.2497714,154.3136355
922,152.3706206,157.5381475
923,158.8001101,161.9971583
924,157.9675088,153.2368361
925,155.2888546,164.4783978
926,157.4928179,147.2916703
927,161.0628809,157.6773881
928,147.2514514,146.0418959
929,162.3432836,154.8232697
930,152.5889822,153.9414292
931,158.4915304,157.6942261
932,157.4398925,152.4324392
933,161.7252115,151.9686308
934,158.1058211,165.3794099
935,160.8630159,168.7025938
936,158.9298073,157.1705891
937,152.8411558,149.3531759
938,163.772651,161.1016436
939,160.9778641,172.4772623
940,159.0984673,160.5086011
941,156.7539715,165.643224
942,152.5696749,155.8079502
943,161.4744614,165.1467072
944,158.0291704,160.1588136
945,158.3362422,153.5896327
946,162.04818,156.5559587
947,158.601234,159.3720261
948,165.731024,164.1137106
949,163.385791,161.3714102
950,160.2044965,167.7369592
951,160.1633115,170.1907315
952,164.6027177,170.3958097
953,161.4019906,159.65858
954,158.5082285,166.1603558
955,165.8736971,169.0953283
956,160.3623283,161.6771089
957,157.4560308,162.7181301
958,161.764034,159.5868797
959,166.7272991,175.403523
960,161.1005257,156.0300955
961,150.550722,153.8929839
962,163.2754924,163.9101135
963,160.3899837,154.2126591
964,151.6186406,157.9042569
965,163.6431394,167.9372644
966,158.0144163,163.1695154
967,160.0507779,166.0610097
968,157.6045197,156.4969347
969,165.9906906,167.4601024
970,158.0935003,155.6948954
971,165.2326537,165.9439988
972,148.9322752,141.206556
973,157.3617206,159.5111456
974,161.2127241,153.0448972
975,167.814631,177.1369953
976,154.739175,163.560922
977,157.9679201,157.5952779
978,162.2603957,157.9508605
979,163.8013428,161.7719355
980,161.3512909,166.4775712
981,152.9756128,149.1655362
982,155.9255361,158.680517
983,162.3843184,160.684375
984,157.1801039,159.7241328
985,168.0266225,173.1887011
986,162.1291264,158.6179645
987,161.6800497,163.6598324
988,164.7371946,171.3090201
989,167.1015206,169.9661855
990,165.3286892,166.1058448
991,153.3923435,151.5904673
992,167.202335,172.3336018
993,163.8745361,164.1524494
994,164.3200628,163.5043861
995,169.5993097,172.5332157
996,170.0051921,167.0338116
997,171.4828134,175.9422441
998,156.1907718,156.2128633
999,160.1591598,158.7480743
1000,158.387442,160.1659602
